"","year","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","n"
"11","2003",0.0416999628295619,0.0440996975634123,0.0408350827194848,0.0313648697783803,0.0213908954266173,0.0575722495506031,0.0583772691069907,0.0316335504300904,0.0308789821833784,0.0189475902103788,0.042069349454067,0.0670713734432864,0.0396044808476836,0.0225387578029836,0.0235594400987456,0.0508159974471644,0.0422423950621279,0.0349965438935596,0.0457385291998091,0.0206832385075024,0.020754430148473,0.0263232855843546,0.0213083843306582,0.0208568084366598,0.0278962156066738,0.0202702430555792,0.0315788345225779,0.017711504702567,0.0300848877447582,0.017095150311871,8134
"12","2004",0.0406369093351517,0.0407366489297172,0.0375530640679764,0.0390578725683126,0.0216248299084317,0.0539783758268308,0.0553019049706459,0.030926446882226,0.0305736354218412,0.0200144941951112,0.0417911599762082,0.0675825095118425,0.0401698782251494,0.0222424578778626,0.0247048123420667,0.0461862709584899,0.0394030486138077,0.0377781857435691,0.0463339044665001,0.0210935791689255,0.0226169645114345,0.0256076383732448,0.0212975606441818,0.0222041028554128,0.0276728162436004,0.0205948905331244,0.0330713023732063,0.0206256526635087,0.0291192653158195,0.0194998174958006,8577
"13","2005",0.0416803684784584,0.038873857842192,0.0399786916492102,0.0476451248429291,0.0220712982355163,0.0538593264841075,0.0561483972442334,0.0319950786036533,0.029782016700561,0.0210036823712219,0.0417535877745814,0.0473161218617701,0.039738575060495,0.0219537158070542,0.0255916740461548,0.0436949468211518,0.0391068020701899,0.0379578030272499,0.0491594256535942,0.0220309087040933,0.0230202256938734,0.0261310938463735,0.0206565323671592,0.0228894608050987,0.0304788410041894,0.0215406546484497,0.0341821850091488,0.0193164928226205,0.0288238471438885,0.0216192633807807,8567
"14","2006",0.0417418236694468,0.0369048633492652,0.0406227179241298,0.0525894836687048,0.0223095605082761,0.0511333315794414,0.0572786405012887,0.0322956375645787,0.0294100300923186,0.0213599296204911,0.0403126177923454,0.0381841396351841,0.0410025494904388,0.0220281635960733,0.0263929316661748,0.0417730985285655,0.0386136856872461,0.0347190191823505,0.0514058085262329,0.0228156128428219,0.0236670580942286,0.0268413136927158,0.0213837279564438,0.023534565628229,0.0326578961135375,0.0210690407183445,0.0357801637088442,0.0205302012174623,0.0277436741159848,0.0238987133288352,8517
"15","2007",0.0419122570812338,0.0372609263672662,0.0376519281641867,0.052030287783461,0.0217236872638644,0.0493515311955094,0.0569040274295574,0.0295850801326196,0.0284075839406167,0.0207595867656975,0.0477374664959559,0.0388877013313416,0.0403718720603231,0.0214160333588149,0.0271087046617776,0.0402950713883321,0.037698006649856,0.0334435689727908,0.0547571905905856,0.0225070038397053,0.0236783343478496,0.0257980646616483,0.0238209289246461,0.0233724623438108,0.0343634428320376,0.0192044571498395,0.0406685543052425,0.0185004714814245,0.0255242706707226,0.0252594978092829,8078
"16","2008",0.0394297139523413,0.0358087461668367,0.0323851066340164,0.0527328540077406,0.0206834267265026,0.0438179181663727,0.0520551356468421,0.0271351310991232,0.0227793733132011,0.0200032552992128,0.0762016341796328,0.0483851994014139,0.0357273579051949,0.0214584746643318,0.034814059576069,0.0402190017813546,0.0353213666487565,0.0298598289134543,0.054035519790856,0.0243595818099726,0.0251422518236945,0.0228670014320849,0.0360340716316005,0.0216128641306136,0.0361458903854367,0.0175381230135007,0.0354369365584929,0.0146208042225925,0.0220253289518631,0.0213640421668949,8990
"17","2009",0.0394993130292691,0.0360236605318687,0.0311517370445508,0.0543734309878713,0.0199259732561019,0.043427884455155,0.048777117138525,0.0270540585219774,0.0219449825286646,0.0201634494724923,0.0747716238960242,0.0480456109912972,0.0361678375236634,0.02117870678997,0.0371671469793018,0.0395004469483499,0.033936240018875,0.0318984480338301,0.0554577785774497,0.0246237419799104,0.0263190955263439,0.0222548017498905,0.0380339981742688,0.0216258601745191,0.0377476746295455,0.0169185940039652,0.0351276819651678,0.0150716894122608,0.0213974353755528,0.0204139802833377,9122
"18","2010",0.0408125888637652,0.0362153746260957,0.0312419542058498,0.0556462287441066,0.0194105398461105,0.0425262614726703,0.0504434124839293,0.0275819482152804,0.0208759759179754,0.0202359835938231,0.0733639684172603,0.0463905072764655,0.0328014913228962,0.0209209857958413,0.0376739764244087,0.0401902132214002,0.0321675170154961,0.0315409268463401,0.0572138564182478,0.0246119390992068,0.0274034433857537,0.0225928678755961,0.0379600970365373,0.0213572239887327,0.038927171428034,0.0168902116981944,0.0350707498395264,0.0148976524424326,0.0210201077540293,0.022014824743994,8743
"19","2011",0.0401732046198194,0.0342731109692093,0.0333751272017447,0.0549013713857497,0.0187168251172862,0.0424148929397389,0.0505571494525572,0.0274194067093271,0.0203749899234504,0.0209557108161209,0.0722553760745154,0.0447625066189833,0.0337174660601495,0.0207298672008034,0.0373467095002442,0.0408707386722977,0.032562401706649,0.0311303307037419,0.0561942391128002,0.0257619494677476,0.0261607255637794,0.0224024342055433,0.0392787096128665,0.0219882674586077,0.0403238899003672,0.0170243895599826,0.0375175685361524,0.0144749144908716,0.0188491856453779,0.0234865407735157,8418
"20","2012",0.0398695855275292,0.034937422829368,0.0335710526685965,0.0535718421759892,0.0196924666449711,0.0415573108091191,0.0480398738321067,0.0271292521184719,0.0205297348845492,0.0209924616067464,0.0686119634613388,0.0424835923750768,0.0323812255460734,0.020944563952339,0.039564109070133,0.042047517043564,0.0322470990722921,0.0309829932206438,0.0590914465345385,0.0255903056940499,0.0251296393984911,0.0224326111031471,0.0388483239504219,0.021347038745421,0.0428613690480912,0.0168372067959967,0.0402824310755572,0.0148263214927879,0.0184736988811521,0.0251255404414372,8035
"21","2013",0.0389467737937067,0.0357325411833989,0.0324135599260876,0.0522430665252228,0.0194291349290357,0.0405718170785943,0.0470865543714176,0.0275512479664612,0.0209830076750139,0.0213865255502856,0.0666306225265625,0.0401550745717145,0.0319772237093546,0.0218357299180076,0.0406378910240599,0.0430365415127321,0.0321024241367247,0.0309618190083737,0.0610590093833886,0.0253460051230956,0.0249914867245915,0.0233324403081293,0.0362873993733124,0.021306427135124,0.0436513266751754,0.0171103843666472,0.0399152465755306,0.0149302097224116,0.0176942274822031,0.030694281723637,7900
"22","2014",0.0377555124297154,0.0368771045219142,0.0315359960519966,0.0512078882381914,0.0192766808516725,0.0393600703602093,0.0474554732982807,0.0272082102699027,0.02184365481468,0.0230778945827391,0.0630158483419195,0.0381933698833955,0.0310155795571191,0.0227241603092015,0.0414384331835415,0.0437072462123391,0.0313699774445372,0.0308065431695697,0.0644853113955028,0.0246666370568561,0.0241504538455851,0.0250018741456741,0.0312110587782327,0.0226095957451949,0.0417288609425634,0.0177207935084276,0.040809178039289,0.0153008593097491,0.0168516780755194,0.0375940556364808,7705
"23","2015",0.0362314893627231,0.036886930585296,0.0320137043639083,0.0513807161982727,0.01919948161781,0.0392325333931576,0.0467267589662853,0.0275574662488839,0.0213083579301237,0.0237194556078138,0.0629433190016974,0.0379570395137854,0.0311995860154651,0.0227412201225507,0.0413929621736935,0.0425259057879513,0.0307226254669331,0.0313728393895882,0.0656830999939572,0.0250539667500224,0.0236599638408002,0.0252555931129694,0.0286140954740068,0.0237595424259985,0.0384367532828048,0.0174860382451972,0.0422717140227752,0.0152518168359318,0.0166317766205773,0.0427832476490203,7464
"24","2016",0.0366606760955929,0.0357196286855401,0.032794835462673,0.052588078642507,0.0177364586220424,0.0402045977032175,0.0465158227524225,0.0271151954863653,0.0219676887260596,0.0238796393541502,0.061334652190626,0.0365562147954482,0.0323650047205123,0.022327571580443,0.0397179665020864,0.0423643619592795,0.0300179969639151,0.0313387581304391,0.0670324699119723,0.0258669792937596,0.0241428628088088,0.0259506265451979,0.0275782218163695,0.0243251342295971,0.035489033457664,0.017323608100097,0.0427882721901643,0.016001182273458,0.0161423309964178,0.0461541300031738,7324
"25","2017",0.0358953327116119,0.0363047973552529,0.0327146220482984,0.0541022282079207,0.017736525966559,0.0384844779957922,0.0462174632026381,0.0266926539486245,0.0221954800165151,0.0245821419360471,0.0613332763318062,0.0351553435588118,0.0321824803268141,0.0218625122024828,0.0391555284008457,0.0418101768528703,0.0303655602709492,0.0316805863674582,0.0692775952731568,0.0236928062127648,0.0236934910058063,0.0259035275615639,0.0260261614998697,0.0241707185103537,0.0344260961599797,0.0169506439801549,0.0441958535250364,0.0156775407908126,0.0155271976395406,0.0519871801396626,6920
"26","2018",0.0348725908761601,0.0368866801511639,0.0312509700242101,0.0534763593338951,0.0171181610735657,0.0373689072608458,0.0472405540935491,0.0271808128759722,0.0219807537442051,0.0251929029286508,0.0613998141410759,0.0340399915251645,0.0316567438692737,0.0220879574775484,0.039414413679265,0.0410578668817238,0.0297388762727905,0.0308219376596154,0.070024573805007,0.0237146552429253,0.0236314911753606,0.0262659611368367,0.0252356840057393,0.0250075867268583,0.0321275421065492,0.0166291204125572,0.0447707981181907,0.0157839933692789,0.0153707621570339,0.0586515378749879,6762
"27","2019",0.0338045507894972,0.0374817041145794,0.031024614368029,0.0537809241656187,0.0169376995528395,0.0362232506966446,0.0472262158638618,0.0274250079894297,0.0221125743955879,0.0259220898186101,0.0621507018756413,0.0330471071485555,0.0310884331202721,0.023209753731499,0.0398014757564103,0.0391946808032261,0.0288146514725988,0.0311095806341626,0.0727526836608341,0.0240685836019199,0.02334813151688,0.0268544898358843,0.0246172765580517,0.0246994290533146,0.0299346847093318,0.01621102537302,0.0430086273916799,0.0160202248357309,0.0150533581879069,0.0630764689783823,6584
"28","2020",0.0304061402548291,0.0353178647826489,0.0266329100488331,0.0551003479130985,0.0160878191868153,0.03061746344461,0.0422818706030139,0.0254259914811554,0.0210721306017732,0.0239964953454384,0.0857122640846774,0.0352750922583576,0.0273848044191102,0.0251180674690774,0.0383255771766397,0.0348178511519585,0.0272365271373801,0.02798515965592,0.088480809278189,0.0220220938691253,0.021655673575593,0.0287454936381145,0.0226917062531008,0.0242481893360697,0.025217249460717,0.015505131825458,0.0409058734351388,0.0180363877732948,0.0138225532602601,0.0698744612796025,6777
